season,player,pfr_id,tm,age,pos,g,gs,int,tgt,cmp,cmp_percent,yds,yds_cmp,yds_tgt,td,rat,dadot,air,yac,bltz,hrry,qbkd,sk,prss,comb,m_tkl,m_tkl_percent,loaded
2019,DaRon Payne,PaynDa00,WAS,22,NT,15,9,0,1,0,0,0,,0,0,39.6,-4,0,0,0,5,2,2,9,56,5,0.082,2023-08-21
2019,Nickell Robey-Coleman,RobeNi00,LA,27,DB,16,3,0,64,41,0.641,363,8.9,5.7,1,84.3,7.6,189,174,4,0,0,0,0,36,8,0.182,2023-08-21
2019,AShawn Robinson,RobiAS00,DET,24,RDT,13,9,0,0,0,,0,,,0,,,0,0,0,2,0,1.5,4,40,3,0.07,2023-08-21
2019,DJ Swearinger,SweaDJ00,3TM,28,DB,9,7,0,23,16,0.696,222,13.9,9.7,2,129.3,10.1,147,75,22,4,1,0,5,50,10,0.167,2023-08-21
2019,Earl Thomas,ThomEa99,BAL,30,SS/FS,15,15,2,25,11,0.44,113,10.3,4.5,0,24.2,12.4,74,39,54,1,2,2,6,49,8,0.14,2023-08-21
2019,Isaac Yiadom,YiadIs00,DEN,23,RCB,16,8,0,54,38,0.704,490,12.9,9.1,0,98.5,12.8,368,122,0,0,0,0,0,43,4,0.085,2023-08-21
2019,Josh Allen,AlleJo03,JAX,22,LB,16,4,0,4,3,0.75,15,5,3.8,0,80.2,3.8,-6,21,30,14,14,10.5,39,44,3,0.064,2023-08-21
2019,Kenny Clark,ClarKe01,GB,24,NT,16,16,0,2,1,0.5,9,9,4.5,0,62.5,-2,-3,12,0,8,0,6,15,62,8,0.114,2023-08-21
2019,Michael Davis,DaviMi03,LAC,24,LCB,12,12,2,61,36,0.59,402,11.2,6.6,2,76,10.4,292,110,3,0,0,0,0,39,7,0.152,2023-08-21
2019,Quinton Dunbar,DunbQu00,WAS,27,LCB,11,11,4,55,33,0.6,360,10.9,6.5,2,61.2,10.8,237,123,0,0,0,0,0,37,3,0.075,2023-08-21
2019,Leon Jacobs,JacoLe00,JAX,24,RLB,14,7,0,12,9,0.75,52,5.8,4.3,0,82.6,1.4,5,47,25,1,0,2,4,42,2,0.045,2023-08-21
2019,Jason McCourty,McCoJa99,NE,32,LCB,12,10,1,56,27,0.482,267,9.9,4.8,0,54.7,12.3,191,76,1,0,0,0,0,40,1,0.024,2023-08-21
2019,Brennan Scarlett,ScarBr00,HOU,26,ROLB,15,10,0,12,11,0.917,79,7.2,6.6,1,121.9,2.3,29,50,45,2,2,3.5,8,51,5,0.089,2023-08-21
2019,Montez Sweat,SweaMo00,WAS,23,LOLB,16,16,0,9,6,0.667,17,2.8,1.9,0,70.1,-0.4,-3,20,37,14,5,7,27,50,1,0.02,2023-08-21
2019,Jermaine Whitehead,WhitJe02,CLE,26,DB,8,8,1,25,17,0.68,185,10.9,7.4,2,99.6,10.8,130,55,24,2,1,0,3,41,5,0.109,2023-08-21
2019,Mackensie Alexander,AlexMa01,MIN,26,DB,13,4,1,58,38,0.655,324,8.5,5.6,2,84.3,8.2,216,108,5,0,1,0.5,2,38,0,0,2023-08-21
2019,Ryan Anderson,AndeRy00,WAS,25,LB,16,4,0,16,13,0.813,108,8.3,6.8,5,134.4,4.3,61,47,44,9,6,4,19,44,3,0.064,2023-08-21
2019,Austin Calitro,CaliAu00,JAX,25,LB,13,4,0,21,16,0.762,161,10.1,7.7,1,113.4,4,64,97,5,1,1,1,3,40,7,0.149,2023-08-21
2019,Brandon Facyson,FacyBr00,LAC,25,DB,16,4,0,27,19,0.704,193,10.2,7.1,1,102.9,10,152,41,0,0,0,0,0,41,3,0.068,2023-08-21
2019,Davontae Harris,HarrDa05,DEN,24,RCB,16,6,0,50,33,0.66,330,10,6.6,3,104.6,9,221,109,1,0,0,0,0,35,5,0.125,2023-08-21
2019,Will Harris,HarrWi02,DET,24,FS,16,6,0,23,13,0.565,168,12.9,7.3,3,119.2,11.3,92,76,5,0,0,1,1,43,6,0.122,2023-08-21
2019,Malik Hooker,HookMa00,IND,23,FS,13,13,2,25,19,0.76,321,16.9,12.8,2,110.8,12.3,224,97,0,0,0,0,0,51,8,0.136,2023-08-21
2019,DeMarcus Lawrence,LawrDe00,DAL,27,LDE,16,16,0,0,0,,0,,,0,,,0,0,1,13,10,5,29,45,6,0.118,2023-08-21
2019,Julian Love,LoveJu00,NYG,21,SS,15,5,1,29,19,0.655,190,10,6.6,1,81.1,5.4,80,110,11,0,1,0,1,37,4,0.098,2023-08-21
2019,George Odum,OdumGe00,IND,26,DB,16,1,0,15,12,0.8,182,15.2,12.1,1,139.4,9.8,107,75,3,0,1,0,1,37,1,0.026,2023-08-21
2019,Danny Shelton,ShelDa01,NE,26,LDT,16,14,0,0,0,,0,,,0,,,0,0,0,3,3,3,9,61,3,0.047,2023-08-21
2019,Roderic Teamer,TeamRo00,LAC,22,FS,7,6,1,19,15,0.789,202,13.5,10.6,1,106.6,5.2,92,110,2,0,0,1,1,40,5,0.111,2023-08-21
2019,BW Webb,WebbBW00,CIN,29,LCB,15,12,1,72,42,0.583,767,18.3,10.7,4,107.8,12.8,446,321,6,0,0,0,0,37,4,0.098,2023-08-21
2019,Christian Wilkins,WilkCh00,MIA,24,RDE,16,14,0,2,2,1,10,5,5,0,87.5,4.5,4,6,0,8,2,2,12,56,3,0.051,2023-08-21
2019,Quincy Williams,WillQu01,JAX,23,LLB,11,8,0,28,22,0.786,229,10.4,8.2,0,100.7,5.1,77,152,22,0,0,0,0,48,13,0.213,2023-08-21
2019,JaWhaun Bentley,BentJa00,NE,23,LB,16,2,0,15,11,0.733,64,5.8,4.3,0,81,3.5,26,38,27,3,1,0,4,44,3,0.064,2023-08-21
2019,Aaron Donald,DonaAa00,LA,28,RDE,16,16,0,0,0,,0,,,0,,,0,0,0,32,9,12.5,55,48,6,0.111,2023-08-21
2019,Damon Harrison,HarrDa03,DET,31,LDT,15,15,0,2,2,1,7,3.5,3.5,0,81.2,0,0,7,0,0,0,2,2,49,11,0.183,2023-08-21
2019,JC Jackson,JackJ.00,NE,24,DB,16,6,5,62,33,0.532,316,9.6,5.1,0,34.1,11.5,195,121,4,1,0,0,1,36,3,0.077,2023-08-21
2019,Christian Jones,JoneCh05,DET,28,RLB,13,13,0,27,18,0.667,186,10.3,6.9,1,98.7,6.6,87,99,35,3,1,2,6,51,5,0.089,2023-08-21
2019,Jalen Mills,MillJa02,PHI,25,LCB,9,9,1,54,31,0.574,530,17.1,9.8,4,107.8,14.4,378,152,2,0,0,0,0,41,3,0.068,2023-08-21
2019,Tramon Williams,WillTr99,GB,36,DB,16,7,2,57,33,0.579,437,13.2,7.7,2,79.3,8.8,229,208,9,1,1,0,2,39,5,0.114,2023-08-21
2019,Vic Beasley,BeasVi00,ATL,27,RDE,16,15,0,9,8,0.889,60,7.5,6.7,1,131.5,3.1,25,35,34,7,2,8,18,42,3,0.067,2023-08-21
2019,Preston Brown,BrowPr00,2TM,27,LB/RLB,10,8,0,18,17,0.944,138,8.1,7.7,1,117.1,2.6,49,89,17,0,0,0,0,55,1,0.018,2023-08-21
2019,Johnathan Hankins,HankJo00,LV,27,RDT,16,16,0,1,1,1,1,1,1,0,79.2,0,0,1,0,6,3,1.5,11,50,8,0.138,2023-08-21
2019,Shelby Harris,HarrSh00,DEN,28,LDE,16,16,0,1,0,0,0,,0,0,39.6,0,0,0,0,5,0,6,11,49,1,0.02,2023-08-21
2019,Casey Hayward,HaywCa00,LAC,30,RCB,16,16,2,48,30,0.625,350,11.7,7.3,3,88,11.8,281,69,0,0,0,0,0,32,3,0.086,2023-08-21
2019,Siran Neal,NealSi00,BUF,25,DB,15,1,0,19,14,0.737,73,5.2,3.8,0,79.5,3.7,12,61,6,0,0,0,0,36,3,0.077,2023-08-21
2019,Mike Purcell,PurcMi00,DEN,28,NT,13,7,0,0,0,,0,,,0,,,0,0,0,4,2,0,6,48,6,0.111,2023-08-21
2019,DJ Reader,ReadD.00,HOU,25,NT,15,15,0,2,2,1,7,3.5,3.5,0,81.2,2,4,3,0,2,7,2.5,12,52,2,0.037,2023-08-21
2019,Sheldrick Redwine,RedwSh00,CLE,23,FS,12,5,0,16,9,0.563,166,18.4,10.4,2,131.8,15.2,120,46,9,1,0,0,1,42,7,0.143,2023-08-21
2019,Jalen Reeves-Maybin,ReevJa00,DET,24,LB,16,3,0,19,15,0.789,211,14.1,11.1,2,148,9.9,106,105,13,0,1,0,1,37,4,0.098,2023-08-21
2019,John Simon,SimoJo01,NE,29,RDE,16,12,1,4,2,0.5,21,10.5,5.3,0,26,5,2,19,13,3,1,4,8,44,3,0.064,2023-08-21
2019,Jimmy Smith,SmitJi03,BAL,31,DB,9,5,1,50,28,0.56,329,11.8,6.6,0,67.8,10.2,181,148,1,0,0,1,1,30,1,0.032,2023-08-21
2019,MJ Stewart,StewM.00,TB,24,DB,10,1,0,38,28,0.737,281,10,7.4,2,111.8,5.1,148,133,10,0,0,0,0,35,3,0.079,2023-08-21
2019,Vince Williams,WillVi01,PIT,30,RILB,14,8,0,15,13,0.867,117,9,7.8,1,121.4,6.1,81,36,24,3,5,2.5,11,55,4,0.068,2023-08-21
2019,Vince Biegel,BiegVi00,MIA,26,RILB,15,10,1,7,5,0.714,23,4.6,3.3,0,35.7,1.4,0,23,68,6,9,2.5,18,59,6,0.092,2023-08-21
2019,Blake Cashman,CashBl00,NYJ,23,LB,7,5,0,26,20,0.769,151,7.6,5.8,0,90.4,5.1,74,77,39,2,2,0.5,5,40,3,0.07,2023-08-21
2019,Marqui Christian,ChriMa00,LA,25,DB,16,1,0,23,13,0.565,124,9.5,5.4,2,100.6,7.3,95,29,9,0,0,0,0,36,8,0.182,2023-08-21
2019,Frank Clark,ClarFr01,KC,26,RDE,14,11,1,7,6,0.857,41,6.8,5.9,0,51.5,0.4,1,40,5,12,7,8,27,37,5,0.119,2023-08-21
2019,Brandon Copeland,CopeBr00,NYJ,28,LB,12,3,0,18,13,0.722,104,8,5.8,1,104.9,5.7,58,46,29,0,0,1.5,2,42,9,0.176,2023-08-21
2019,Kamalei Correa,CorrKa00,TEN,25,LOLB,16,5,0,6,3,0.5,16,5.3,2.7,0,56.2,0.5,8,8,28,5,1,5,11,37,2,0.051,2023-08-21
2019,Quandre Diggs,DiggQu00,2TM,26,FS/SS,10,10,3,11,5,0.455,85,17,7.7,1,62.9,14.1,58,27,2,0,0,0,0,41,11,0.212,2023-08-21
2019,Leonard Floyd,FloyLe00,CHI,27,ROLB,16,16,0,17,14,0.824,76,5.4,4.5,0,85.3,1.5,2,74,51,15,8,3,26,40,7,0.149,2023-08-21
2019,Dre Kirkpatrick,KirkDr00,CIN,30,LCB,6,6,0,30,19,0.633,247,13,8.2,3,122.5,8.6,125,122,0,0,0,1,1,33,4,0.108,2023-08-21
2019,Clay Matthews,MattCl99,LA,33,LILB,13,13,0,10,9,0.9,122,13.6,12.2,0,117.5,5.7,45,77,61,16,4,8,28,37,10,0.213,2023-08-21
2019,Kevin Pierre-Louis,PierKe00,CHI,28,LB,14,3,1,21,14,0.667,87,6.2,4.1,0,55.1,2,37,50,9,2,2,0,4,37,4,0.098,2023-08-21
2019,Curtis Riley,RileCu00,LV,27,DB,16,3,0,13,9,0.692,172,19.1,13.2,2,151.4,15.2,130,42,6,1,0,0,1,34,5,0.128,2023-08-21
2019,Chandon Sullivan,SullCh00,GB,23,DB,16,0,1,31,11,0.355,120,10.9,3.9,0,34.3,10.7,73,47,14,0,1,0,1,30,1,0.032,2023-08-21
2019,Morgan Burnett,BurnMo99,CLE,30,FS,8,8,1,21,14,0.667,178,12.7,8.5,2,104.9,12,114,64,16,2,1,2,5,41,4,0.089,2023-08-21
2019,Juston Burris,BurrJu00,CLE,26,DB,14,9,2,18,11,0.611,156,14.2,8.7,3,89.1,8,75,81,25,3,1,1,5,32,5,0.135,2023-08-21
2019,Jurrell Casey,CaseJu00,TEN,30,RDE,14,14,0,0,0,,0,,,0,,,0,0,0,12,4,5,21,44,5,0.102,2023-08-21
2019,William Compton,CompWi00,LV,30,LB,9,4,0,16,14,0.875,131,9.4,8.2,0,100.8,2.9,38,93,9,1,0,0,1,41,2,0.047,2023-08-21
2019,Fletcher Cox,CoxxFl00,PHI,29,RDT,16,16,0,2,1,0.5,10,10,5,0,64.6,2,-1,11,0,10,6,3.5,21,40,5,0.111,2023-08-21
2019,Tyeler Davison,DaviTy01,ATL,27,RDT,16,12,0,0,0,,0,,,0,,,0,0,0,2,1,1,4,55,0,0,2023-08-21
2019,Samson Ebukam,EbukSa00,LA,24,ROLB,16,5,0,11,7,0.636,53,7.6,4.8,0,75.2,1.9,11,42,57,5,5,4.5,15,48,5,0.094,2023-08-21
2019,William Gholston,GholWi00,TB,28,RDE,16,8,0,1,1,1,15,15,15,0,118.7,0,0,15,6,3,6,1,12,38,2,0.05,2023-08-21
2019,Everson Griffen,GrifEv99,MIN,32,RDE,15,15,1,4,3,0.75,12,4,3,0,37.5,-3,-1,13,0,13,13,8,35,41,5,0.109,2023-08-21
2019,William Jackson,JackWi02,CIN,27,RCB,14,13,1,67,39,0.582,549,14.1,8.2,3,93.4,11.3,392,157,2,0,0,0,0,37,3,0.075,2023-08-21
2019,Linval Joseph,JoseLi99,MIN,31,LDT,13,13,0,0,0,,0,,,0,,,0,0,0,2,2,3,7,44,1,0.022,2023-08-21
2019,Arthur Maulet,MaulAr00,NYJ,26,RCB,12,6,1,42,28,0.667,269,9.6,6.4,0,74.4,8.6,167,102,1,0,0,0,0,38,6,0.136,2023-08-21
2019,Will Parks,ParkWi01,DEN,25,DB,14,7,1,37,21,0.568,264,12.6,7.1,3,94.9,10.3,174,90,12,1,1,1,3,35,7,0.167,2023-08-21
2019,Robert Quinn,QuinRo00,DAL,29,RDE,14,14,0,3,1,0.333,6,6,2,0,42.4,-0.7,-4,10,0,12,11,11.5,35,34,4,0.105,2023-08-21
2019,Kiko Alonso,AlonKi00,NO,29,LB,13,4,0,18,14,0.778,105,7.5,5.8,1,109.5,8,72,33,23,4,1,0,5,31,2,0.061,2023-08-21
2019,Derek Barnett,BarnDe01,PHI,23,LDE,14,14,0,1,1,1,14,14,14,0,118.7,11,11,3,2,4,15,6.5,26,30,3,0.091,2023-08-21
2019,Malcolm Butler,ButlMa01,TEN,29,RCB,9,9,2,57,36,0.632,460,12.8,8.1,3,91.3,12.6,324,136,3,0,0,0,0,32,6,0.158,2023-08-21
2019,Lorenzo Carter,CartLo01,NYG,24,ROLB,15,12,0,5,3,0.6,35,11.7,7,0,81.2,9,-7,42,78,9,9,4.5,23,45,8,0.151,2023-08-21
2019,Darqueze Dennard,DennDa00,CIN,28,DB,9,5,0,35,17,0.486,188,11.1,5.4,1,74.5,5,77,111,11,2,2,0,4,37,3,0.075,2023-08-21
2019,Kemal Ishmael,IshmKe00,ATL,28,DB,14,3,0,19,16,0.842,204,12.8,10.7,2,146.5,8.9,134,70,7,1,0,0,1,44,3,0.064,2023-08-21
2019,Kevin Johnson,JohnKe04,BUF,27,DB,16,1,0,44,26,0.591,301,11.6,6.8,0,79.8,9.1,201,100,6,0,0,1,1,36,6,0.143,2023-08-21
2019,Sebastian Joseph-Day,JoseSe00,LA,24,NT,16,15,0,1,1,1,4,4,4,0,83.3,-6,-6,10,3,5,1,2,8,44,3,0.064,2023-08-21
2019,Cassius Marsh,MarsCa00,ARI,27,DE,16,3,0,7,7,1,73,10.4,10.4,0,110.1,-0.6,-4,77,55,5,3,2.5,11,36,4,0.1,2023-08-21
2019,Jordan Phillips,PhilJo01,BUF,27,LDT,16,9,0,1,1,1,15,15,15,0,118.7,-5,-5,20,0,5,5,9.5,20,31,8,0.205,2023-08-21
2019,Will Redmond,RedmWi00,GB,26,DB,13,4,0,7,5,0.714,68,13.6,9.7,0,102.1,11.3,38,30,6,0,0,0,0,36,4,0.1,2023-08-21
2019,Kyzir White,WhitKy00,LAC,23,RLB,16,7,1,16,12,0.75,92,7.7,5.8,1,83.3,1.8,22,70,4,0,0,0,0,40,3,0.07,2023-08-21
2019,Wesley Woodyard,WoodWe20,TEN,33,LB,15,2,0,22,17,0.773,202,11.9,9.2,1,119.9,6.5,109,93,13,1,1,1,3,42,5,0.106,2023-08-21
2019,Michael Bennett,BennMi99,2TM,34,DE,15,1,0,1,1,1,-6,-6,-6,0,79.2,-5,-5,-1,0,8,9,6.5,24,32,2,0.059,2023-08-21
2019,Marquise Blair,BlaiMa01,SEA,22,DB,14,3,0,17,11,0.647,128,11.6,7.5,2,126.6,6.4,83,45,1,0,0,0,0,32,4,0.111,2023-08-21
2019,Rasul Douglas,DougRa00,PHI,25,RCB,16,6,0,72,41,0.569,637,15.5,8.8,6,114.2,13,448,189,2,0,1,0,1,35,2,0.054,2023-08-21
2019,Javien Elliott,ElliJa01,CAR,26,DB,16,3,1,36,28,0.778,283,10.1,7.9,0,87.8,4.8,110,173,17,0,1,0.5,2,38,4,0.095,2023-08-21
2019,Clelin Ferrell,FerrCl00,LV,22,LDE,15,15,0,4,3,0.75,12,4,3,0,77.1,2,-3,15,0,8,2,4.5,15,38,5,0.116,2023-08-21
2019,John Johnson,JohnJo10,LA,24,SS,6,5,2,23,16,0.696,214,13.4,9.3,1,77.1,9.5,122,92,5,0,0,0,0,51,7,0.121,2023-08-21
2019,Dexter Lawrence,LawrDe03,NYG,22,RDE,16,16,0,3,3,1,12,4,4,0,83.3,-3,-9,21,0,5,5,2.5,15,38,5,0.116,2023-08-21
2019,Trent Murphy,MurpTr00,BUF,29,LDE,16,16,1,3,2,0.667,14,7,4.7,0,37.5,0.3,6,8,3,9,5,5,19,36,5,0.122,2023-08-21
2019,Carl Nassib,NassCa00,TB,26,LOLB,14,8,0,2,2,1,19,9.5,9.5,0,106.2,5.5,11,8,84,5,5,6,17,34,4,0.105,2023-08-21
2019,Ed Oliver,OlivEd00,BUF,22,RDT,16,7,0,1,1,1,8,8,8,0,100,4,4,4,0,4,3,5,12,43,3,0.065,2023-08-21
2019,Jason Pierre-Paul,PierJa99,TB,30,LOLB,10,8,0,4,4,1,38,9.5,9.5,0,106.2,3.3,13,25,23,9,6,8.5,24,27,8,0.229,2023-08-21
2019,LeShaun Sims,SimsLe00,TEN,26,DB,14,2,0,33,22,0.667,310,14.1,9.4,3,127.1,11.7,179,131,1,0,0,0,0,35,6,0.146,2023-08-21
2019,Terrell Suggs,SuggTe99,2TM,37,LB/ROLB,15,13,0,3,3,1,58,19.3,19.3,0,118.7,3.3,10,48,86,6,3,6.5,17,40,8,0.167,2023-08-21
2019,Nick Williams,WillNi01,CHI,29,LDE,16,5,0,2,2,1,8,4,4,0,83.3,-0.5,-1,9,0,3,3,6,12,42,0,0,2023-08-21
2019,Ahkello Witherspoon,WithAh00,SF,24,RCB,10,8,1,53,30,0.566,376,12.5,7.1,6,108.7,10.9,215,161,3,0,0,0,0,28,7,0.2,2023-08-21
2019,Josh Bynes,ByneJo00,BAL,30,LILB,12,7,2,16,11,0.688,106,9.6,6.6,0,47.4,1.6,16,90,37,2,1,1,4,46,6,0.115,2023-08-21
2019,BJ Goodson,GoodB.00,GB,26,RILB,15,9,0,9,7,0.778,49,7,5.4,1,126.4,1.4,14,35,6,0,0,0,0,37,2,0.051,2023-08-21
2019,Marcell Harris,HarrMa03,SF,25,DB,13,4,0,17,10,0.588,115,11.5,6.8,2,118.5,10.2,77,38,9,1,1,0,2,40,7,0.149,2023-08-21
2019,Derwin James,JameDe00,LAC,23,FS,5,5,0,14,12,0.857,43,3.6,3.1,1,103.3,0,-5,48,17,1,0,0,1,34,4,0.105,2023-08-21
2019,Chris Jones,JoneCh09,KC,25,LDT/RDT,13,12,0,1,0,0,7,,7,0,56.2,0,0,7,0,7,11,9,27,36,2,0.053,2023-08-21
2019,Dean Lowry,LowrDe00,GB,25,LDE,16,16,1,0,0,,0,,,0,,,0,0,0,3,2,0,5,47,4,0.078,2023-08-21
2019,Uchenna Nwosu,NwosUc00,LAC,23,LB,16,3,0,7,5,0.714,18,3.6,2.6,0,74.1,4.3,2,16,20,10,5,2,17,31,7,0.184,2023-08-21
2019,Emmanuel Ogbah,OgbaEm00,KC,26,DE,10,4,0,0,0,,0,,,0,,,0,0,0,4,5,5.5,14,32,5,0.135,2023-08-21
2019,Adrian Phillips,PhilAd00,LAC,27,DB,7,5,0,17,15,0.882,109,7.3,6.4,0,93.4,4.5,72,37,4,0,0,0,0,36,6,0.143,2023-08-21
2019,Reggie Ragland,RaglRe00,KC,26,RLB,14,7,0,14,9,0.643,60,6.7,4.3,0,73.5,1.3,16,44,28,2,1,2,4,30,1,0.032,2023-08-21
2019,Marvell Tell,TellMa00,IND,23,DB,13,1,0,35,20,0.571,244,12.2,7,2,97.8,9.9,172,72,1,0,0,0,0,26,0,0,2023-08-21
2019,Darian Thompson,ThomDa05,DAL,26,DB,15,4,0,16,10,0.625,156,15.6,9.8,2,134.4,13.7,108,48,7,0,0,1.5,2,45,6,0.118,2023-08-21
2019,Dalvin Tomlinson,TomlDa00,NYG,25,NT,16,16,0,0,0,,0,,,0,,,0,0,0,3,5,3.5,13,49,3,0.058,2023-08-21
2019,Derek Wolfe,WolfDe00,DEN,29,RDE,12,12,0,1,0,0,0,,0,0,39.6,-5,0,0,0,5,6,7,18,34,3,0.081,2023-08-21
2019,Kwon Alexander,AlexKw00,SF,25,LLB,8,8,1,21,13,0.619,86,6.6,4.1,0,50.9,3.2,9,77,13,2,0,0.5,3,34,7,0.171,2023-08-21
2019,Vernon Butler,ButlVe00,CAR,25,RDE,14,9,0,0,0,,0,,,0,,,0,0,0,2,4,6,12,32,2,0.059,2023-08-21
2019,Jermaine Carter,CartJe00,CAR,24,LILB,16,5,0,12,9,0.75,70,7.8,5.8,0,88.9,4.3,41,29,12,1,2,0.5,4,31,3,0.088,2023-08-21
2019,Samuel Eguavoen,EguaSa00,MIA,26,LOLB,16,6,0,10,7,0.7,61,8.7,6.1,0,85.8,4.1,27,34,63,1,4,3.5,9,42,7,0.143,2023-08-21
2019,LJ Fort,FortL.00,2TM,29,LB/RILB,16,8,0,16,11,0.688,95,8.6,5.9,0,84.1,2.1,9,86,26,4,0,2,6,37,4,0.098,2023-08-21
2019,Bruce Irvin,IrviBr00,CAR,32,ROLB,13,12,0,3,3,1,44,14.7,14.7,0,118.7,-1.3,-4,48,41,9,5,8.5,23,36,5,0.122,2023-08-21
2019,Trumaine Johnson,JohnTr05,NYJ,29,LCB,7,5,1,27,20,0.741,219,11,8.1,1,94.5,10.4,152,67,2,0,0,0,0,25,0,0,2023-08-21
2019,Darron Lee,LeexDa00,KC,25,LB,16,2,0,15,15,1,130,8.7,8.7,0,102.8,2.3,35,95,11,1,0,0,1,31,5,0.139,2023-08-21
2019,David Onyemata,OnyeDa00,NO,27,LDT,15,15,0,2,2,1,21,10.5,10.5,0,110.4,3.5,7,14,0,6,6,3,15,32,4,0.111,2023-08-21
2019,Roy Robertson-Harris,RobeRo00,CHI,26,DE,15,7,0,1,1,1,0,0,0,0,79.2,0,0,0,0,7,6,2.5,16,30,5,0.143,2023-08-21
2019,Ndamukong Suh,SuhxNd99,TB,32,LDE,16,16,0,1,0,0,0,,0,0,39.6,-4,0,0,0,10,10,2.5,24,41,3,0.068,2023-08-21
2019,Andrew Wingard,WingAn01,JAX,23,DB,16,2,0,6,6,1,111,18.5,18.5,2,158.3,12.8,77,34,10,1,1,1,3,30,3,0.091,2023-08-21
2019,Tyson Alualu,AluaTy99,PIT,32,RDE,16,5,0,1,1,1,18,18,18,0,118.7,-6,-6,24,0,3,2,1,6,41,3,0.068,2023-08-21
2019,Corey Ballentine,BallCo00,NYG,23,DB,13,2,0,42,27,0.643,393,14.6,9.4,4,126.4,11.6,247,146,7,0,1,0,1,26,1,0.037,2023-08-21
2019,Jadeveon Clowney,ClowJa00,SEA,26,LDE,13,11,1,2,1,0.5,4,4,2,0,16.7,-1,1,3,1,17,10,3,30,31,4,0.114,2023-08-21
2019,Poona Ford,FordPo00,SEA,24,RDT,15,14,0,1,0,0,0,,0,0,39.6,-5,0,0,0,1,2,0.5,4,32,5,0.135,2023-08-21
2019,Najee Goode,GoodNa00,JAX,30,LB,10,4,0,21,15,0.714,149,9.9,7.1,1,107,2.3,33,116,12,1,0,1,2,27,6,0.182,2023-08-21
2019,Nate Hairston,HairNa00,NYJ,25,LCB,11,6,1,34,24,0.706,390,16.3,11.5,3,125.9,10.3,202,188,4,0,1,0,1,24,8,0.25,2023-08-21
2019,Jordan Jenkins,JenkJo01,NYJ,25,LLB,14,13,0,7,6,0.857,24,4,3.4,0,81,1.3,-2,26,58,4,4,8,16,32,3,0.086,2023-08-21
2019,Josey Jewell,JeweJo00,DEN,25,LB,15,3,0,14,11,0.786,100,9.1,7.1,0,96.4,6.2,44,56,9,1,0,1.5,3,38,6,0.136,2023-08-21
2019,DaQuan Jones,JoneDa04,TEN,28,NT,16,16,0,3,2,0.667,16,8,5.3,0,79.9,6.3,12,4,0,6,2,1,9,42,6,0.125,2023-08-21
2019,Tanoh Kpassagnon,KpasTa00,KC,25,LDE,16,8,0,1,1,1,37,37,37,0,118.7,4,4,33,1,5,7,4,16,29,3,0.094,2023-08-21
2019,Shaq Lawson,LawsSh00,BUF,25,DE,15,0,0,2,2,1,7,3.5,3.5,0,81.2,2,4,3,0,12,9,6.5,28,32,7,0.179,2023-08-21
2019,Steve McLendon,McLeSt00,NYJ,33,LDT,16,16,0,2,2,1,39,19.5,19.5,1,158.3,-5,-10,49,0,4,3,2.5,10,36,2,0.053,2023-08-21
2019,Kevin Minter,MintKe00,TB,29,LB,16,2,0,23,19,0.826,223,11.7,9.7,1,121.6,7,137,86,46,4,1,0,5,34,6,0.15,2023-08-21
2019,Al-Quadin Muhammad,MuhaAl00,IND,24,DE,16,4,0,2,2,1,15,7.5,7.5,0,97.9,1.5,3,12,0,3,5,3,11,28,4,0.125,2023-08-21
2019,Kyle Phillips,PhilKy00,NYJ,22,DE,15,4,0,3,3,1,40,13.3,13.3,0,118.7,2,6,34,0,5,2,1.5,9,39,4,0.093,2023-08-21
2019,Joe Thomas,ThomJo04,DAL,28,LB,15,2,0,12,7,0.583,67,9.6,5.6,0,74,4.8,1,66,15,1,0,0,1,33,3,0.083,2023-08-21
2019,Leonard Williams,WillLe02,2TM,25,LDE,15,12,0,1,1,1,6,6,6,0,91.7,6,6,0,0,8,14,0.5,23,46,3,0.061,2023-08-21
2019,Blidi Wreh-Wilson,WrehBl00,ATL,30,DB,14,2,0,33,15,0.455,226,15.1,6.8,1,78.6,11.3,151,75,0,0,0,0,0,25,4,0.138,2023-08-21
2019,Mario Addison,AddiMa00,CAR,32,LOLB,15,15,0,3,2,0.667,19,9.5,6.3,0,84,7.7,13,6,4,8,3,9.5,22,34,1,0.029,2023-08-21
2019,Denico Autry,AutrDe00,IND,29,RDT,14,14,0,0,0,,0,,,0,,,0,0,1,7,5,3.5,17,32,3,0.086,2023-08-21
2019,Sam Beal,BealSa00,NYG,23,DB,6,3,0,21,16,0.762,171,10.7,8.1,1,115.4,9.1,128,43,0,0,0,0,0,26,0,0,2023-08-21
2019,Tyus Bowser,BowsTy00,BAL,24,LB,16,0,0,5,2,0.4,8,4,1.6,0,47.9,0.8,-1,9,84,4,5,5,14,24,1,0.04,2023-08-21
2019,Kris Boyd,BoydKr00,MIN,23,DB,16,0,0,13,9,0.692,93,10.3,7.2,0,89.6,8.1,55,38,0,0,0,0,0,22,2,0.083,2023-08-21
2019,Christian Covington,CoviCh00,DAL,26,RDT,16,6,0,1,0,0,0,,0,0,39.6,-5,0,0,0,1,1,1,3,28,5,0.152,2023-08-21
2019,Vinny Curry,CurrVi00,PHI,31,DE,16,2,0,2,2,1,13,6.5,6.5,0,93.7,5,10,3,0,7,6,5,18,27,1,0.036,2023-08-21
